region,year,week,ftd
Wolseley,2016,27,0.0
Wolseley,2016,28,0.0
Wolseley,2016,29,0.0
Wolseley,2016,30,0.0
Wolseley,2016,31,0.0
Wolseley,2016,32,0.0
Wolseley,2016,33,0.0
Wolseley,2016,34,0.0
Wolseley,2016,35,0.0
Wolseley,2016,36,0.0
Wolseley,2016,37,0.0
Wolseley,2016,38,0.0
Wolseley,2016,39,0.0
Wolseley,2016,40,0.0
Wolseley,2016,41,0.0
Wolseley,2016,42,0.005
Wolseley,2016,43,0.0265
Wolseley,2016,44,0.0139
Wolseley,2016,45,0.0186
Wolseley,2016,46,0.0111
Wolseley,2016,47,0.0021
Wolseley,2016,48,0.0968
Wolseley,2016,49,0.0999
Wolseley,2016,50,0.124
Wolseley,2016,51,0.122
Wolseley,2016,52,0.088
Wolseley,2017,1,0.139
Wolseley,2017,2,0.047
Wolseley,2017,3,0.073
Wolseley,2017,4,0.0658
Wolseley,2017,5,0.024
Wolseley,2017,6,0.023
Wolseley,2017,7,0.095
Wolseley,2017,8,0.105
Wolseley,2017,9,0.3055
Wolseley,2017,10,0.568
Wolseley,2017,11,0.78
Wolseley,2017,12,0.793
Wolseley,2017,13,0.718
Wolseley,2017,14,0.819
Wolseley,2017,15,0.249
Wolseley,2017,16,0.642
Wolseley,2017,17,1.226
Wolseley,2017,18,0.603
Wolseley,2017,19,0.9863
Wolseley,2017,20,0.792
Wolseley,2017,21,0.7764
Wolseley,2017,22,0.4062
Wolseley,2017,23,0.381
Wolseley,2017,24,0.009
Wolseley,2017,25,0.0
Wolseley,2017,26,0.0
Wolseley,2017,27,0.0
Wolseley,2017,28,0.0
Wolseley,2017,29,0.0
Wolseley,2017,30,0.0
Wolseley,2017,31,0.0
Wolseley,2017,32,0.0
Wolseley,2017,33,0.0
Wolseley,2017,34,0.0
Wolseley,2017,35,0.0
Wolseley,2017,36,0.0
Wolseley,2017,37,0.0
Wolseley,2017,38,0.0
Wolseley,2017,39,0.0
Wolseley,2017,40,0.0
Wolseley,2017,41,0.0
Wolseley,2017,42,0.0087
Wolseley,2017,43,0.017
Wolseley,2017,44,0.0124
Wolseley,2017,45,0.0099
Wolseley,2017,46,0.00497
Wolseley,2017,47,0.0347
Wolseley,2017,48,0.072
Wolseley,2017,49,0.0658
Wolseley,2017,50,0.0484
Wolseley,2017,51,0.0484
Wolseley,2017,52,0.0854
Wolseley,2018,1,0.1142
Wolseley,2018,2,0.0434
Wolseley,2018,3,0.1565
Wolseley,2018,4,0.0323
Wolseley,2018,5,0.2832
Wolseley,2018,6,0.0695
Wolseley,2018,7,0.2534
Wolseley,2018,8,0.454
Wolseley,2018,9,0.0894
Wolseley,2018,10,0.185
Wolseley,2018,11,0.714
Wolseley,2018,12,0.2894
Wolseley,2018,13,0.2198
Wolseley,2018,14,0.2447
Wolseley,2018,15,0.597
Wolseley,2018,16,0.71
Wolseley,2018,17,0.637
Wolseley,2018,18,0.329
Wolseley,2018,19,0.745
Wolseley,2018,20,0.575
Wolseley,2018,21,0.315
Wolseley,2018,22,0.131
Wolseley,2018,23,0.0049
Wolseley,2018,24,0.028
Wolseley,2018,25,0.0
Wolseley,2018,26,0.0
Wolseley,2018,27,0.0
Wolseley,2018,28,0.0
Wolseley,2018,29,0.0
Wolseley,2018,30,0.0
Wolseley,2018,31,0.0
Wolseley,2018,32,0.0
Wolseley,2018,33,0.0
Wolseley,2018,34,0.0
Wolseley,2018,35,0.0
Wolseley,2018,36,0.0
Wolseley,2018,37,0.0
Wolseley,2018,38,0.0
Wolseley,2018,39,0.0
Wolseley,2018,40,0.0
Wolseley,2018,41,0.0049
Wolseley,2018,42,0.008
Wolseley,2018,43,0.0037
Wolseley,2018,44,0.0049
Wolseley,2018,45,0.0074
Wolseley,2018,46,0.03354
Wolseley,2018,47,0.0285
Wolseley,2018,48,0.0273
Wolseley,2018,49,0.067
Wolseley,2018,50,0.0223
Wolseley,2018,51,0.0621
Wolseley,2018,52,0.085
Wolseley,2019,1,0.2819
Wolseley,2019,2,0.0981
Wolseley,2019,3,0.1813
Wolseley,2019,4,0.2149
Wolseley,2019,5,0.0993
Wolseley,2019,6,0.308
Wolseley,2019,7,0.23
Wolseley,2019,8,0.3975
Wolseley,2019,9,0.381
Wolseley,2019,10,0.493
Wolseley,2019,11,0.619
Wolseley,2019,12,0.768
Wolseley,2019,13,0.975
Wolseley,2019,14,0.56
Wolseley,2019,15,0.2844
Wolseley,2019,16,0.45
Wolseley,2019,17,0.45
Wolseley,2019,18,0.425
Wolseley,2019,19,0.267
Wolseley,2019,20,0.225
Wolseley,2019,21,0.147
Wolseley,2019,22,0.0714
Wolseley,2019,23,0.056
Wolseley,2019,24,0.13
Wolseley,2019,25,0.042
Wolseley,2019,26,0.0
Wolseley,2019,27,0.0
Wolseley,2019,28,0.0
Wolseley,2019,29,0.0
Wolseley,2019,30,0.0
Wolseley,2019,31,0.0
Wolseley,2019,32,0.0
Wolseley,2019,33,0.0
Wolseley,2019,34,0.0
Wolseley,2019,35,0.016
Wolseley,2019,36,0.0
Wolseley,2019,37,0.001
Wolseley,2019,38,0.001
Wolseley,2019,39,0.006
Wolseley,2019,40,0.001
Wolseley,2019,41,0.005
Wolseley,2019,42,0.29
Wolseley,2019,43,0.012
Wolseley,2019,44,0.004
Wolseley,2019,45,0.004
Wolseley,2019,46,0.002
Wolseley,2019,47,0.001
Wolseley,2019,48,0.023
Wolseley,2019,49,0.031
Wolseley,2019,50,0.033
Wolseley,2019,51,0.038
Wolseley,2019,52,0.041
Wolseley,2020,1,0.038
Wolseley,2020,2,0.028
Wolseley,2020,3,0.019
Wolseley,2020,4,0.368
Wolseley,2020,5,0.058
Wolseley,2020,6,0.04
Wolseley,2020,7,0.063
Wolseley,2020,8,0.069
Wolseley,2020,9,0.386
Wolseley,2020,10,0.107
Wolseley,2020,11,0.168
Wolseley,2020,12,0.147
Wolseley,2020,13,0.028
Wolseley,2020,41,0.012
Wolseley,2020,42,0.001
Wolseley,2020,43,0.001
Wolseley,2020,44,0.007
Wolseley,2020,45,0.028
Wolseley,2020,46,0.0011
Wolseley,2020,47,0.021
Wolseley,2020,48,0.009
Wolseley,2020,49,0.005
Wolseley,2020,50,0.001
Wolseley,2020,51,0.065
Wolseley,2020,52,0.21
Wolseley,2021,1,0.044
Wolseley,2021,2,0.06
Wolseley,2021,3,0.051
Wolseley,2021,4,0.51
Wolseley,2021,5,0.109
Wolseley,2021,6,0.023
Wolseley,2021,7,0.029
Wolseley,2021,8,0.106
Wolseley,2021,9,0.142
Wolseley,2021,10,0.295
Wolseley,2021,11,0.057
Wolseley,2021,12,0.293
Wolseley,2021,13,0.289
Wolseley,2021,14,0.475
Wolseley,2021,15,0.24
Wolseley,2021,16,0.117
Wolseley,2021,17,0.578
Wolseley,2021,18,0.292
Wolseley,2021,19,0.578
Wolseley,2021,20,0.265
Wolseley,2021,21,0.11
Wolseley,2021,22,0.11
Wolseley,2021,23,0.04
Wolseley,2021,24,0.047
Wolseley,2021,25,0.039
Wolseley,2021,36,0.018
Wolseley,2021,37,0.001
Wolseley,2021,38,0.001
Wolseley,2021,39,0.006
Wolseley,2021,40,0.001
Wolseley,2021,41,0.005
Wolseley,2021,42,0.29
Wolseley,2021,43,0.012
Wolseley,2021,44,0.019
Wolseley,2021,45,0.028
Wolseley,2021,46,0.018
Wolseley,2021,47,0.023
Wolseley,2021,48,0.095
Wolseley,2021,49,0.0045
Wolseley,2021,50,0.037
Wolseley,2021,51,0.06
Wolseley,2021,52,0.23
Wolseley,2022,1,0.067
Wolseley,2022,2,0.054
Wolseley,2022,3,0.023
Wolseley,2022,4,0.026
Wolseley,2022,5,0.049
Wolseley,2022,6,0.063
Wolseley,2022,7,0.046
Wolseley,2022,8,0.101
Wolseley,2022,9,0.231
Wolseley,2022,10,0.13
Wolseley,2022,11,0.164
Wolseley,2022,12,0.213
Wolseley,2022,13,0.463
Wolseley,2022,14,0.621
Wolseley,2022,15,0.37
Wolseley,2022,16,0.559
Wolseley,2022,17,0.104
Wolseley,2022,18,0.113
Wolseley,2022,19,0.131
Wolseley,2022,20,0.0
Wolseley,2022,21,0.154
Wolseley,2022,22,0.119
Wolseley,2022,23,0.099
Wolseley,2022,24,0.046
Wolseley,2022,25,0.025
Wolseley,2022,26,0.149
Wolseley,2022,33,0.569
Wolseley,2022,36,0.001
Wolseley,2022,37,0.001
Wolseley,2022,38,0.0
Wolseley,2022,39,0.003
Wolseley,2022,40,0.015
Wolseley,2022,41,0.028
Wolseley,2022,42,0.012
Wolseley,2022,43,0.04
Wolseley,2022,44,0.049
Wolseley,2022,45,0.13
Wolseley,2022,46,0.057
Wolseley,2022,47,0.05
Wolseley,2022,48,0.128
Wolseley,2022,49,0.034
Wolseley,2022,50,0.0
Wolseley,2022,51,0.0
Wolseley,2022,52,0.0
Wolseley,2023,1,0.047
Wolseley,2023,2,0.149
Wolseley,2023,3,0.141
Wolseley,2023,4,0.056
Wolseley,2023,5,0.097
Wolseley,2023,6,0.11
Wolseley,2023,7,0.07
Wolseley,2023,8,0.234
Wolseley,2023,9,0.058
Wolseley,2023,10,0.0
Wolseley,2023,11,0.9
Wolseley,2023,12,0.12
Wolseley,2023,13,0.25
Wolseley,2023,14,0.17
Wolseley,2023,15,0.113
Wolseley,2023,16,0.0
Wolseley,2023,17,0.0
Wolseley,2023,18,0.13
Wolseley,2023,19,0.484
Wolseley,2023,20,0.0
Wolseley,2023,21,0.556
Wolseley,2023,22,0.009
Wolseley,2023,23,0.005
Wolseley,2023,24,0.0
Wolseley,2023,25,0.0
Wolseley,2023,26,0.0
Wolseley,2023,27,0.0
Wolseley,2023,28,0.0
Wolseley,2023,29,0.0
Wolseley,2023,30,0.0
Wolseley,2023,31,0.0
Wolseley,2023,32,0.0
Wolseley,2023,33,0.0
Wolseley,2023,34,0.0
Wolseley,2023,35,0.0
Wolseley,2023,36,0.0
Wolseley,2023,41,0.0
Wolseley,2023,42,0.0
Wolseley,2023,43,0.0
Wolseley,2023,44,0.0
Wolseley,2023,45,0.01
Wolseley,2023,46,0.01
Wolseley,2023,47,0.01
Wolseley,2023,48,0.01
Wolseley,2023,49,0.01
Wolseley,2023,50,0.01
Wolseley,2023,51,0.01
Wolseley,2023,52,0.0
Wolseley,2024,1,0.01
Wolseley,2024,2,0.02
Wolseley,2024,3,0.02
Wolseley,2024,4,0.04
Wolseley,2024,5,0.11
Wolseley,2024,6,0.05
Wolseley,2024,7,0.02
Wolseley,2024,8,0.08
Wolseley,2024,9,0.06
Wolseley,2024,10,0.07
Wolseley,2024,11,0.08
Wolseley,2024,12,0.06
Wolseley,2024,13,0.06
Wolseley,2024,14,0.11
Wolseley,2024,15,0.17
Wolseley,2024,16,0.1
Wolseley,2024,17,0.08
Wolseley,2024,18,0.03
Wolseley,2024,19,0.2
Wolseley,2024,20,0.19
Wolseley,2024,21,0.15
Wolseley,2024,22,0.01
Wolseley,2024,23,0.06
Wolseley,2024,24,0.0
Wolseley,2024,25,0.0
Wolseley,2024,26,0.0
Wolseley,2024,27,0.0
Wolseley,2024,28,0.0
Wolseley,2024,29,0.0
Wolseley,2024,30,0.0
Wolseley,2024,31,0.0
Wolseley,2024,32,0.0
Wolseley,2024,33,0.0
Wolseley,2024,34,0.0
Wolseley,2024,35,0.0
Wolseley,2024,36,0.0
Wolseley,2024,37,0.0
Wolseley,2024,38,0.0
Wolseley,2024,39,0.0
Wolseley,2024,40,0.0
Wolseley,2024,41,0.0
Wolseley,2024,42,0.0
Wolseley,2024,43,0.0
Wolseley,2024,44,0.0
Wolseley,2024,45,0.0
Wolseley,2024,46,0.0
Wolseley,2024,47,0.0
Wolseley,2024,48,0.0
Wolseley,2024,49,0.0
Wolseley,2024,50,0.04
Wolseley,2024,51,0.02
Wolseley,2024,52,0.0
Wolseley,2025,1,0.0
Wolseley,2025,2,0.06
Wolseley,2025,3,0.06
Wolseley,2025,4,0.02
Wolseley,2025,5,0.03
Wolseley,2025,6,0.02
Wolseley,2025,7,0.02
Wolseley,2025,8,0.02
Wolseley,2025,9,0.012
Wolseley,2025,10,0.04
Wolseley,2025,11,0.01
Wolseley,2025,12,0.04
Wolseley,2025,13,0.02
Wolseley,2025,14,0.04
Wolseley,2025,15,0.05
Wolseley,2025,16,0.07
Wolseley,2025,17,0.18
Wolseley,2025,18,0.07
Wolseley,2025,19,0.34
Wolseley,2025,20,0.17
Wolseley,2025,21,0.16
Wolseley,2025,22,0.18
Wolseley,2025,23,0.04
Wolseley,2025,24,0.01
Wolseley,2025,25,0.02
Wolseley,2025,26,0.01
Wolseley,2025,27,0.0
Wolseley,2025,28,0.0
Wolseley,2025,29,0.01
Wolseley,2025,30,0.01
Wolseley,2025,31,0.01
Wolseley,2025,32,0.0
Wolseley,2025,33,0.01
Wolseley,2025,34,0.0
Wolseley,2025,35,0.0
Wolseley,2025,36,0.01
Wolseley,2025,37,0.01
Wolseley,2025,38,0.0
Wolseley,2025,39,0.01
Wolseley,2025,40,0.01
Wolseley,2025,41,0.01
Wolseley,2025,42,0.02
Wolseley,2025,43,0.02
Wolseley,2025,44,0.0
Wolseley,2025,45,0.01
Wolseley,2025,46,0.02
Wolseley,2025,47,0.02
Wolseley,2025,48,0.01
Wolseley,2025,49,0.04
Wolseley,2025,50,0.05
Wolseley,2025,51,0.03
Wolseley,2025,52,0.0
Wolseley,2026,1,0.028
Wolseley,2026,2,0.11
Wolseley,2026,3,0.4
Wolseley,2026,4,0.02
Wolseley,2026,5,0.04
Wolseley,2026,6,0.04
Wolseley,2026,7,0.04
Wolseley,2026,8,0.1
Wolseley,2026,9,0.08
Wolseley,2026,10,0.04
Wolseley,2026,11,0.04
Wolseley,2026,12,0.04
Wolseley,2026,13,0.08
Wolseley,2026,14,0.05
Wolseley,2026,15,0.54
Wolseley,2026,16,0.9
Wolseley,2026,17,0.72
Wolseley,2026,19,0.1
Wolseley,2026,22,0.02
Wolseley,2026,23,0.04
Wolseley,2026,24,0.02
Wolseley,2026,25,0.0
Wolseley,2026,26,0.0
Wolseley,2026,27,0.01
Wolseley,2026,28,0.0
Wolseley,2026,29,0.0
Wolseley,2026,30,0.0
Wolseley,2026,31,0.01
Wolseley,2026,32,0.01
Wolseley,2026,33,0.0
